300,None,2,2,TRUE,TRUE,FALSE,0,0,0.192787,0.804118
300,None,2,2,TRUE,FALSE,TRUE,0,0,0.193311,0.803585
300,None,2,2,TRUE,FALSE,FALSE,0,0,0.194445,0.802433
300,None,2,2,TRUE,TRUE,FALSE,0.1,0,0.657525,0.331917
300,None,2,2,TRUE,FALSE,FALSE,0,0.1,0.662386,0.326978
300,None,2,2,TRUE,TRUE,TRUE,0.1,0.1,0.663693,0.32565
300,None,2,2,TRUE,FALSE,TRUE,0,0.1,0.664503,0.324827
300,None,2,2,TRUE,TRUE,FALSE,0.1,0.1,0.664552,0.324777
300,None,2,2,TRUE,FALSE,TRUE,0.1,0.1,0.665614,0.323698
300,None,2,2,TRUE,TRUE,TRUE,0,0.1,0.666029,0.323276
300,None,2,2,TRUE,TRUE,TRUE,0.1,0,0.667033,0.322256
300,None,2,2,TRUE,FALSE,FALSE,0.1,0,0.667758,0.32152
300,None,2,2,TRUE,TRUE,FALSE,0,0.1,0.669489,0.319761
300,None,2,2,TRUE,FALSE,FALSE,0.1,0.1,0.669786,0.31946
300,None,2,2,TRUE,FALSE,TRUE,0.1,0,0.671269,0.317952
300,None,2,2,TRUE,TRUE,TRUE,0,0.2,0.675234,0.313924
300,None,2,2,TRUE,TRUE,FALSE,0,0.2,0.675374,0.313782
300,None,2,2,TRUE,TRUE,FALSE,0.2,0.1,0.675428,0.313727
300,None,2,2,TRUE,FALSE,FALSE,0,0.3,0.675575,0.313578
300,None,2,2,TRUE,FALSE,FALSE,0.1,0.2,0.675695,0.313455
300,None,2,2,TRUE,FALSE,TRUE,0.2,0,0.675841,0.313307
300,None,2,2,TRUE,TRUE,FALSE,0.2,0,0.675892,0.313255
300,None,2,2,TRUE,TRUE,TRUE,0.3,0.1,0.676071,0.313073
300,None,2,2,TRUE,TRUE,TRUE,0.1,0.2,0.676299,0.312842
300,None,2,2,TRUE,TRUE,FALSE,0.3,0,0.676496,0.312641
300,None,2,2,TRUE,FALSE,TRUE,0.3,0,0.676611,0.312524
300,None,2,2,TRUE,TRUE,TRUE,0.1,0.3,0.676883,0.312249
300,None,2,2,TRUE,TRUE,FALSE,0.2,0.2,0.677072,0.312057
300,None,2,2,TRUE,TRUE,TRUE,0.2,0.1,0.677135,0.311993
300,None,2,2,TRUE,FALSE,TRUE,0.2,0.1,0.677381,0.311742
300,None,2,2,TRUE,FALSE,FALSE,0.2,0.1,0.677431,0.311691
300,None,2,2,TRUE,FALSE,TRUE,0,0.2,0.677439,0.311684
300,None,2,2,TRUE,TRUE,TRUE,0,0.3,0.677666,0.311453
300,None,2,2,TRUE,TRUE,TRUE,0.2,0.3,0.677699,0.311419
300,None,2,2,TRUE,TRUE,FALSE,0.1,0.2,0.677719,0.311399
300,None,2,2,TRUE,TRUE,TRUE,0.2,0,0.677808,0.311309
300,None,2,2,TRUE,FALSE,FALSE,0.2,0.2,0.67791,0.311205
300,None,2,2,TRUE,TRUE,FALSE,0.1,0.3,0.677951,0.311163
300,None,2,2,TRUE,TRUE,FALSE,0.3,0.3,0.677976,0.311138
300,None,2,2,TRUE,FALSE,TRUE,0.2,0.2,0.678033,0.31108
300,None,2,2,TRUE,TRUE,FALSE,0,0.3,0.678055,0.311058
300,None,2,2,TRUE,FALSE,TRUE,0.1,0.2,0.678057,0.311056
300,None,2,2,TRUE,TRUE,TRUE,0.3,0.3,0.678114,0.310997
300,None,2,2,TRUE,FALSE,TRUE,0.1,0.3,0.678156,0.310955
300,None,2,2,TRUE,FALSE,TRUE,0.3,0.1,0.678339,0.31077
300,None,2,2,TRUE,FALSE,TRUE,0.3,0.3,0.678358,0.31075
300,None,2,2,TRUE,FALSE,FALSE,0.2,0.3,0.678411,0.310696
300,None,2,2,TRUE,FALSE,FALSE,0,0.2,0.678519,0.310586
300,None,2,2,TRUE,TRUE,TRUE,0.3,0.2,0.678614,0.31049
300,None,2,2,TRUE,FALSE,TRUE,0.3,0.2,0.678705,0.310398
300,None,2,2,TRUE,FALSE,FALSE,0.3,0.3,0.678728,0.310374
300,None,2,2,TRUE,FALSE,FALSE,0.3,0.1,0.678878,0.310222
300,None,2,2,TRUE,FALSE,FALSE,0.3,0.2,0.678967,0.310131
300,None,2,2,TRUE,FALSE,TRUE,0.2,0.3,0.678995,0.310103
300,None,2,2,TRUE,TRUE,TRUE,0.2,0.2,0.679023,0.310074
300,None,2,2,TRUE,FALSE,FALSE,0.1,0.3,0.67906,0.310037
300,None,2,2,TRUE,TRUE,FALSE,0.3,0.2,0.679217,0.309877
300,None,2,2,TRUE,TRUE,FALSE,0.2,0.3,0.679304,0.309789
300,None,2,2,TRUE,FALSE,TRUE,0,0.3,0.679521,0.309568
300,None,2,2,TRUE,TRUE,FALSE,0.3,0.1,0.679547,0.309542
300,None,2,2,TRUE,FALSE,FALSE,0.2,0,0.679756,0.309329
300,None,2,2,TRUE,TRUE,TRUE,0.3,0,0.68019,0.308889
300,None,2,2,TRUE,FALSE,FALSE,0.3,0,0.682067,0.306981
300,None,2,2,TRUE,TRUE,TRUE,0.1,0.5,0.984197,0
