20,20,8,0,None,0.275792,0.719779
50,20,8,0,None,0.275795,0.719777
None,20,8,0,None,0.275797,0.719775
40,20,8,0,None,0.275809,0.719762
30,20,8,0,None,0.275891,0.719679
20,15,8,0,None,0.277281,0.718267
20,10,8,0,None,0.277293,0.718254
20,5,8,0,None,0.2773,0.718247
20,2,8,0,None,0.277375,0.718171
50,2,8,0,None,0.277416,0.718129
None,5,8,0,None,0.277418,0.718128
40,5,8,0,None,0.277418,0.718127
None,2,8,0,None,0.277425,0.71812
30,10,8,0,None,0.277425,0.718121
30,15,8,0,None,0.277428,0.718117
50,10,8,0,None,0.277429,0.718117
40,2,8,0,None,0.277431,0.718115
50,5,8,0,None,0.277437,0.718108
40,10,8,0,None,0.277439,0.718106
50,15,8,0,None,0.277439,0.718106
None,10,8,0,None,0.277513,0.718031
None,15,8,0,None,0.277513,0.718031
30,2,8,0,None,0.277513,0.718031
40,15,8,0,None,0.277513,0.718031
30,5,8,0,None,0.277522,0.718022
10,10,8,0,None,0.285287,0.710132
10,2,8,0,None,0.285289,0.71013
10,15,8,0,None,0.285369,0.710049
10,5,8,0,None,0.28538,0.710037
10,20,8,0,None,0.285566,0.709849
None,20,4,0,None,0.291405,0.703916
40,20,4,0,None,0.291405,0.703916
50,20,4,0,None,0.291565,0.703753
30,20,4,0,None,0.291569,0.703749
20,20,4,0,None,0.291626,0.703692
50,15,4,0,None,0.297901,0.697316
20,15,4,0,None,0.297986,0.697229
None,15,4,0,None,0.298103,0.69711
30,15,4,0,None,0.29835,0.696859
40,15,4,0,None,0.298362,0.696847
10,20,4,0,None,0.298533,0.696673
10,15,4,0,None,0.299273,0.695921
30,20,2,0,None,0.302134,0.693015
50,20,2,0,None,0.302218,0.692929
None,20,2,0,None,0.302402,0.692743
40,20,2,0,None,0.302402,0.692742
20,20,2,0,None,0.302607,0.692535
10,10,4,0,None,0.303327,0.691802
10,5,4,0,None,0.303955,0.691165
10,2,4,0,None,0.305135,0.689966
10,20,2,0,None,0.305415,0.689681
10,15,2,0,None,0.308366,0.686683
10,20,1,0,None,0.309798,0.685228
30,15,2,0,None,0.309884,0.68514
20,15,2,0,None,0.309952,0.685071
None,15,2,0,None,0.310147,0.684873
50,15,2,0,None,0.310255,0.684763
40,15,2,0,None,0.310356,0.68466
10,10,2,0,None,0.310622,0.68439
10,15,1,0,None,0.311789,0.683205
None,10,4,0,None,0.312327,0.682658
50,20,1,0,None,0.31276,0.682218
10,10,1,0,None,0.312969,0.682006
40,10,4,0,None,0.313004,0.68197
None,20,1,0,None,0.313343,0.681626
50,10,4,0,None,0.313444,0.681523
30,10,4,0,None,0.313493,0.681473
20,10,4,0,None,0.313576,0.681389
20,20,1,0,None,0.313723,0.681239
10,2,2,0,None,0.313829,0.681131
30,20,1,0,None,0.313926,0.681033
40,20,1,0,None,0.315683,0.679248
10,5,1,0,None,0.31613,0.678794
10,2,1,0,None,0.318111,0.676782
10,5,2,0,None,0.318303,0.676586
40,2,4,0,None,0.319692,0.675175
50,2,4,0,None,0.319999,0.674863
None,5,4,0,None,0.320396,0.67446
20,5,4,0,None,0.320765,0.674084
20,2,4,0,None,0.320835,0.674014
30,5,4,0,None,0.321016,0.673829
30,2,4,0,None,0.32149,0.673348
30,15,1,0,None,0.32154,0.673298
40,5,4,0,None,0.321608,0.673228
None,2,4,0,None,0.321728,0.673106
50,5,4,0,None,0.322125,0.672703
50,15,1,0,None,0.322271,0.672555
40,15,1,0,None,0.322284,0.672541
20,15,1,0,None,0.323483,0.671323
None,15,1,0,None,0.323883,0.670916
50,10,2,0,None,0.328627,0.666096
30,10,2,0,None,0.328876,0.665843
20,10,2,0,None,0.330225,0.664473
40,10,2,0,None,0.330541,0.664152
None,10,2,0,None,0.330911,0.663776
50,10,1,0,None,0.339522,0.655026
None,10,1,0,None,0.341365,0.653154
30,10,1,0,None,0.34274,0.651756
20,10,1,0,None,0.344376,0.650095
40,10,1,0,None,0.344702,0.649763
40,5,2,0,None,0.350755,0.643613
30,5,2,0,None,0.354199,0.640114
None,5,2,0,None,0.355394,0.638899
50,5,2,0,None,0.357664,0.636593
50,2,2,0,None,0.359546,0.634681
20,5,2,0,None,0.360701,0.633507
20,2,2,0,None,0.36223,0.631954
40,2,2,0,None,0.362317,0.631865
None,2,1,0,50,0.364274,0.629877
None,2,2,0,50,0.364274,0.629877
None,2,4,0,50,0.364274,0.629877
None,2,8,0,50,0.364274,0.629877
None,5,1,0,50,0.364274,0.629877
None,5,2,0,50,0.364274,0.629877
None,5,4,0,50,0.364274,0.629877
None,5,8,0,50,0.364274,0.629877
None,10,1,0,50,0.364274,0.629877
None,10,2,0,50,0.364274,0.629877
None,10,4,0,50,0.364274,0.629877
None,10,8,0,50,0.364274,0.629877
None,15,1,0,50,0.364274,0.629877
None,15,2,0,50,0.364274,0.629877
None,15,4,0,50,0.364274,0.629877
None,15,8,0,50,0.364274,0.629877
None,20,1,0,50,0.364274,0.629877
None,20,2,0,50,0.364274,0.629877
None,20,4,0,50,0.364274,0.629877
None,20,8,0,50,0.364274,0.629877
10,2,1,0,50,0.364274,0.629877
10,2,2,0,50,0.364274,0.629877
10,2,4,0,50,0.364274,0.629877
10,2,8,0,50,0.364274,0.629877
10,5,1,0,50,0.364274,0.629877
10,5,2,0,50,0.364274,0.629877
10,5,4,0,50,0.364274,0.629877
10,5,8,0,50,0.364274,0.629877
10,10,1,0,50,0.364274,0.629877
10,10,2,0,50,0.364274,0.629877
10,10,4,0,50,0.364274,0.629877
10,10,8,0,50,0.364274,0.629877
10,15,1,0,50,0.364274,0.629877
10,15,2,0,50,0.364274,0.629877
10,15,4,0,50,0.364274,0.629877
10,15,8,0,50,0.364274,0.629877
10,20,1,0,50,0.364274,0.629877
10,20,2,0,50,0.364274,0.629877
10,20,4,0,50,0.364274,0.629877
10,20,8,0,50,0.364274,0.629877
20,2,1,0,50,0.364274,0.629877
20,2,2,0,50,0.364274,0.629877
20,2,4,0,50,0.364274,0.629877
20,2,8,0,50,0.364274,0.629877
20,5,1,0,50,0.364274,0.629877
20,5,2,0,50,0.364274,0.629877
20,5,4,0,50,0.364274,0.629877
20,5,8,0,50,0.364274,0.629877
20,10,1,0,50,0.364274,0.629877
20,10,2,0,50,0.364274,0.629877
20,10,4,0,50,0.364274,0.629877
20,10,8,0,50,0.364274,0.629877
20,15,1,0,50,0.364274,0.629877
20,15,2,0,50,0.364274,0.629877
20,15,4,0,50,0.364274,0.629877
20,15,8,0,50,0.364274,0.629877
20,20,1,0,50,0.364274,0.629877
20,20,2,0,50,0.364274,0.629877
20,20,4,0,50,0.364274,0.629877
20,20,8,0,50,0.364274,0.629877
30,2,1,0,50,0.364274,0.629877
30,2,2,0,50,0.364274,0.629877
30,2,4,0,50,0.364274,0.629877
30,2,8,0,50,0.364274,0.629877
30,5,1,0,50,0.364274,0.629877
30,5,2,0,50,0.364274,0.629877
30,5,4,0,50,0.364274,0.629877
30,5,8,0,50,0.364274,0.629877
30,10,1,0,50,0.364274,0.629877
30,10,2,0,50,0.364274,0.629877
30,10,4,0,50,0.364274,0.629877
30,10,8,0,50,0.364274,0.629877
30,15,1,0,50,0.364274,0.629877
30,15,2,0,50,0.364274,0.629877
30,15,4,0,50,0.364274,0.629877
30,15,8,0,50,0.364274,0.629877
30,20,1,0,50,0.364274,0.629877
30,20,2,0,50,0.364274,0.629877
30,20,4,0,50,0.364274,0.629877
30,20,8,0,50,0.364274,0.629877
40,2,1,0,50,0.364274,0.629877
40,2,2,0,50,0.364274,0.629877
40,2,4,0,50,0.364274,0.629877
40,2,8,0,50,0.364274,0.629877
40,5,1,0,50,0.364274,0.629877
40,5,2,0,50,0.364274,0.629877
40,5,4,0,50,0.364274,0.629877
40,5,8,0,50,0.364274,0.629877
40,10,1,0,50,0.364274,0.629877
40,10,2,0,50,0.364274,0.629877
40,10,4,0,50,0.364274,0.629877
40,10,8,0,50,0.364274,0.629877
40,15,1,0,50,0.364274,0.629877
40,15,2,0,50,0.364274,0.629877
40,15,4,0,50,0.364274,0.629877
40,15,8,0,50,0.364274,0.629877
40,20,1,0,50,0.364274,0.629877
40,20,2,0,50,0.364274,0.629877
40,20,4,0,50,0.364274,0.629877
40,20,8,0,50,0.364274,0.629877
50,2,1,0,50,0.364274,0.629877
50,2,2,0,50,0.364274,0.629877
50,2,4,0,50,0.364274,0.629877
50,2,8,0,50,0.364274,0.629877
50,5,1,0,50,0.364274,0.629877
50,5,2,0,50,0.364274,0.629877
50,5,4,0,50,0.364274,0.629877
50,5,8,0,50,0.364274,0.629877
50,10,1,0,50,0.364274,0.629877
50,10,2,0,50,0.364274,0.629877
50,10,4,0,50,0.364274,0.629877
50,10,8,0,50,0.364274,0.629877
50,15,1,0,50,0.364274,0.629877
50,15,2,0,50,0.364274,0.629877
50,15,4,0,50,0.364274,0.629877
50,15,8,0,50,0.364274,0.629877
50,20,1,0,50,0.364274,0.629877
50,20,2,0,50,0.364274,0.629877
50,20,4,0,50,0.364274,0.629877
50,20,8,0,50,0.364274,0.629877
30,2,2,0,None,0.365278,0.628856
None,2,2,0,None,0.367712,0.626383
None,2,1,0,40,0.367935,0.626158
None,2,2,0,40,0.367935,0.626158
None,2,4,0,40,0.367935,0.626158
None,2,8,0,40,0.367935,0.626158
None,5,1,0,40,0.367935,0.626158
None,5,2,0,40,0.367935,0.626158
None,5,4,0,40,0.367935,0.626158
None,5,8,0,40,0.367935,0.626158
None,10,1,0,40,0.367935,0.626158
None,10,2,0,40,0.367935,0.626158
None,10,4,0,40,0.367935,0.626158
None,10,8,0,40,0.367935,0.626158
None,15,1,0,40,0.367935,0.626158
None,15,2,0,40,0.367935,0.626158
None,15,4,0,40,0.367935,0.626158
None,15,8,0,40,0.367935,0.626158
None,20,1,0,40,0.367935,0.626158
None,20,2,0,40,0.367935,0.626158
None,20,4,0,40,0.367935,0.626158
None,20,8,0,40,0.367935,0.626158
10,2,1,0,40,0.367935,0.626158
10,2,2,0,40,0.367935,0.626158
10,2,4,0,40,0.367935,0.626158
10,2,8,0,40,0.367935,0.626158
10,5,1,0,40,0.367935,0.626158
10,5,2,0,40,0.367935,0.626158
10,5,4,0,40,0.367935,0.626158
10,5,8,0,40,0.367935,0.626158
10,10,1,0,40,0.367935,0.626158
10,10,2,0,40,0.367935,0.626158
10,10,4,0,40,0.367935,0.626158
10,10,8,0,40,0.367935,0.626158
10,15,1,0,40,0.367935,0.626158
10,15,2,0,40,0.367935,0.626158
10,15,4,0,40,0.367935,0.626158
10,15,8,0,40,0.367935,0.626158
10,20,1,0,40,0.367935,0.626158
10,20,2,0,40,0.367935,0.626158
10,20,4,0,40,0.367935,0.626158
10,20,8,0,40,0.367935,0.626158
20,2,1,0,40,0.367935,0.626158
20,2,2,0,40,0.367935,0.626158
20,2,4,0,40,0.367935,0.626158
20,2,8,0,40,0.367935,0.626158
20,5,1,0,40,0.367935,0.626158
20,5,2,0,40,0.367935,0.626158
20,5,4,0,40,0.367935,0.626158
20,5,8,0,40,0.367935,0.626158
20,10,1,0,40,0.367935,0.626158
20,10,2,0,40,0.367935,0.626158
20,10,4,0,40,0.367935,0.626158
20,10,8,0,40,0.367935,0.626158
20,15,1,0,40,0.367935,0.626158
20,15,2,0,40,0.367935,0.626158
20,15,4,0,40,0.367935,0.626158
20,15,8,0,40,0.367935,0.626158
20,20,1,0,40,0.367935,0.626158
20,20,2,0,40,0.367935,0.626158
20,20,4,0,40,0.367935,0.626158
20,20,8,0,40,0.367935,0.626158
30,2,1,0,40,0.367935,0.626158
30,2,2,0,40,0.367935,0.626158
30,2,4,0,40,0.367935,0.626158
30,2,8,0,40,0.367935,0.626158
30,5,1,0,40,0.367935,0.626158
30,5,2,0,40,0.367935,0.626158
30,5,4,0,40,0.367935,0.626158
30,5,8,0,40,0.367935,0.626158
30,10,1,0,40,0.367935,0.626158
30,10,2,0,40,0.367935,0.626158
30,10,4,0,40,0.367935,0.626158
30,10,8,0,40,0.367935,0.626158
30,15,1,0,40,0.367935,0.626158
30,15,2,0,40,0.367935,0.626158
30,15,4,0,40,0.367935,0.626158
30,15,8,0,40,0.367935,0.626158
30,20,1,0,40,0.367935,0.626158
30,20,2,0,40,0.367935,0.626158
30,20,4,0,40,0.367935,0.626158
30,20,8,0,40,0.367935,0.626158
40,2,1,0,40,0.367935,0.626158
40,2,2,0,40,0.367935,0.626158
40,2,4,0,40,0.367935,0.626158
40,2,8,0,40,0.367935,0.626158
40,5,1,0,40,0.367935,0.626158
40,5,2,0,40,0.367935,0.626158
40,5,4,0,40,0.367935,0.626158
40,5,8,0,40,0.367935,0.626158
40,10,1,0,40,0.367935,0.626158
40,10,2,0,40,0.367935,0.626158
40,10,4,0,40,0.367935,0.626158
40,10,8,0,40,0.367935,0.626158
40,15,1,0,40,0.367935,0.626158
40,15,2,0,40,0.367935,0.626158
40,15,4,0,40,0.367935,0.626158
40,15,8,0,40,0.367935,0.626158
40,20,1,0,40,0.367935,0.626158
40,20,2,0,40,0.367935,0.626158
40,20,4,0,40,0.367935,0.626158
40,20,8,0,40,0.367935,0.626158
50,2,1,0,40,0.367935,0.626158
50,2,2,0,40,0.367935,0.626158
50,2,4,0,40,0.367935,0.626158
50,2,8,0,40,0.367935,0.626158
50,5,1,0,40,0.367935,0.626158
50,5,2,0,40,0.367935,0.626158
50,5,4,0,40,0.367935,0.626158
50,5,8,0,40,0.367935,0.626158
50,10,1,0,40,0.367935,0.626158
50,10,2,0,40,0.367935,0.626158
50,10,4,0,40,0.367935,0.626158
50,10,8,0,40,0.367935,0.626158
50,15,1,0,40,0.367935,0.626158
50,15,2,0,40,0.367935,0.626158
50,15,4,0,40,0.367935,0.626158
50,15,8,0,40,0.367935,0.626158
50,20,1,0,40,0.367935,0.626158
50,20,2,0,40,0.367935,0.626158
50,20,4,0,40,0.367935,0.626158
50,20,8,0,40,0.367935,0.626158
40,5,1,0,None,0.368109,0.625981
None,5,1,0,None,0.370582,0.623468
20,5,1,0,None,0.372139,0.621886
50,5,1,0,None,0.372355,0.621666
30,5,1,0,None,0.374953,0.619027
20,2,1,0,None,0.384608,0.609217
40,2,1,0,None,0.386976,0.60681
30,2,1,0,None,0.386996,0.60679
None,2,1,0,None,0.387826,0.605947
None,2,1,0,30,0.393168,0.600519
None,2,2,0,30,0.393168,0.600519
None,2,4,0,30,0.393168,0.600519
None,2,8,0,30,0.393168,0.600519
None,5,1,0,30,0.393168,0.600519
None,5,2,0,30,0.393168,0.600519
None,5,4,0,30,0.393168,0.600519
None,5,8,0,30,0.393168,0.600519
None,10,1,0,30,0.393168,0.600519
None,10,2,0,30,0.393168,0.600519
None,10,4,0,30,0.393168,0.600519
None,10,8,0,30,0.393168,0.600519
None,15,1,0,30,0.393168,0.600519
None,15,2,0,30,0.393168,0.600519
None,15,4,0,30,0.393168,0.600519
None,15,8,0,30,0.393168,0.600519
None,20,1,0,30,0.393168,0.600519
None,20,2,0,30,0.393168,0.600519
None,20,4,0,30,0.393168,0.600519
None,20,8,0,30,0.393168,0.600519
10,2,1,0,30,0.393168,0.600519
10,2,2,0,30,0.393168,0.600519
10,2,4,0,30,0.393168,0.600519
10,2,8,0,30,0.393168,0.600519
10,5,1,0,30,0.393168,0.600519
10,5,2,0,30,0.393168,0.600519
10,5,4,0,30,0.393168,0.600519
10,5,8,0,30,0.393168,0.600519
10,10,1,0,30,0.393168,0.600519
10,10,2,0,30,0.393168,0.600519
10,10,4,0,30,0.393168,0.600519
10,10,8,0,30,0.393168,0.600519
10,15,1,0,30,0.393168,0.600519
10,15,2,0,30,0.393168,0.600519
10,15,4,0,30,0.393168,0.600519
10,15,8,0,30,0.393168,0.600519
10,20,1,0,30,0.393168,0.600519
10,20,2,0,30,0.393168,0.600519
10,20,4,0,30,0.393168,0.600519
10,20,8,0,30,0.393168,0.600519
20,2,1,0,30,0.393168,0.600519
20,2,2,0,30,0.393168,0.600519
20,2,4,0,30,0.393168,0.600519
20,2,8,0,30,0.393168,0.600519
20,5,1,0,30,0.393168,0.600519
20,5,2,0,30,0.393168,0.600519
20,5,4,0,30,0.393168,0.600519
20,5,8,0,30,0.393168,0.600519
20,10,1,0,30,0.393168,0.600519
20,10,2,0,30,0.393168,0.600519
20,10,4,0,30,0.393168,0.600519
20,10,8,0,30,0.393168,0.600519
20,15,1,0,30,0.393168,0.600519
20,15,2,0,30,0.393168,0.600519
20,15,4,0,30,0.393168,0.600519
20,15,8,0,30,0.393168,0.600519
20,20,1,0,30,0.393168,0.600519
20,20,2,0,30,0.393168,0.600519
20,20,4,0,30,0.393168,0.600519
20,20,8,0,30,0.393168,0.600519
30,2,1,0,30,0.393168,0.600519
30,2,2,0,30,0.393168,0.600519
30,2,4,0,30,0.393168,0.600519
30,2,8,0,30,0.393168,0.600519
30,5,1,0,30,0.393168,0.600519
30,5,2,0,30,0.393168,0.600519
30,5,4,0,30,0.393168,0.600519
30,5,8,0,30,0.393168,0.600519
30,10,1,0,30,0.393168,0.600519
30,10,2,0,30,0.393168,0.600519
30,10,4,0,30,0.393168,0.600519
30,10,8,0,30,0.393168,0.600519
30,15,1,0,30,0.393168,0.600519
30,15,2,0,30,0.393168,0.600519
30,15,4,0,30,0.393168,0.600519
30,15,8,0,30,0.393168,0.600519
30,20,1,0,30,0.393168,0.600519
30,20,2,0,30,0.393168,0.600519
30,20,4,0,30,0.393168,0.600519
30,20,8,0,30,0.393168,0.600519
40,2,1,0,30,0.393168,0.600519
40,2,2,0,30,0.393168,0.600519
40,2,4,0,30,0.393168,0.600519
40,2,8,0,30,0.393168,0.600519
40,5,1,0,30,0.393168,0.600519
40,5,2,0,30,0.393168,0.600519
40,5,4,0,30,0.393168,0.600519
40,5,8,0,30,0.393168,0.600519
40,10,1,0,30,0.393168,0.600519
40,10,2,0,30,0.393168,0.600519
40,10,4,0,30,0.393168,0.600519
40,10,8,0,30,0.393168,0.600519
40,15,1,0,30,0.393168,0.600519
40,15,2,0,30,0.393168,0.600519
40,15,4,0,30,0.393168,0.600519
40,15,8,0,30,0.393168,0.600519
40,20,1,0,30,0.393168,0.600519
40,20,2,0,30,0.393168,0.600519
40,20,4,0,30,0.393168,0.600519
40,20,8,0,30,0.393168,0.600519
50,2,1,0,30,0.393168,0.600519
50,2,2,0,30,0.393168,0.600519
50,2,4,0,30,0.393168,0.600519
50,2,8,0,30,0.393168,0.600519
50,5,1,0,30,0.393168,0.600519
50,5,2,0,30,0.393168,0.600519
